id,text,file_path,p,i,o
275,in the vaginal dinoprostone group a 2 mg gel was administered twice 6 hours apart,F:\PythonProjects\TestFastBert\PICOElement\12548212_element.csv,0,1,0
276,a first dose of 5 g misoprostol was doubled every hour with a maximum of 40 g repeated up to five times as long as contractions were inadequate,F:\PythonProjects\TestFastBert\PICOElement\12548212_element.csv,0,1,0
277,similar to the study by hofmeyr et al we found a longer delay to delivery with misoprostol than with dinoprostone,F:\PythonProjects\TestFastBert\PICOElement\12548212_element.csv,0,0,1
278,this suggests that this approach is successful in minimizing the risk of hyperstimulation associated with misoprostol,F:\PythonProjects\TestFastBert\PICOElement\12548212_element.csv,0,0,1
279,women with intact membranes or unfavorable cervix allocated to oral misoprostol had however a longer interval from randomization to delivery,F:\PythonProjects\TestFastBert\PICOElement\12548212_element.csv,0,0,1
280,entry criteria required that patients be between 30 and 70 years of age and have type 2 diabetes mellitus and overt nephropathy as evidenced by current treatment for hypertension or by a protein excretion rate of 900 mg d or greater serum creatinine level of 89 mol l 1 0 mg dl to 266 mol l 3 0 mg dl in women or of 106 mol l 1 2 mg dl to 266 mol l 3 0 mg dl in men and baseline seated blood pressure greater than 135 85 mm hg,F:\PythonProjects\TestFastBert\PICOElement\12667024_element.csv,1,0,0
281,cardiovascular events in type 2 diabetic nephropathy pared with placebo in patients with type 2 diabetic nephropathy,F:\PythonProjects\TestFastBert\PICOElement\12667024_element.csv,1,0,0
282,the idnt was designed to compare the effect of therapy with the angiotensin 1 antagonist irbesartan the calcium channel blocker amlodipine or placebo for similar decrement in blood pressure on the occurrence of various cardiovascular events,F:\PythonProjects\TestFastBert\PICOElement\12667024_element.csv,1,0,0
283,patients were randomly assigned centrally by computer to receive treatment with irbesartan 300 mg d avapro bristol myers squibb princeton new jersey amlodipine 10 mg d norvasc pfizer new york or matched placebo,F:\PythonProjects\TestFastBert\PICOElement\12667024_element.csv,0,1,0
284,all patients had blood pressure controlled to the same blood pressure goal of less than 135 85 mm hg by using antihypertensive agents other than ace inhibitors angiotensin ii receptor blocking agents or calcium channel blockers,F:\PythonProjects\TestFastBert\PICOElement\12667024_element.csv,0,1,0
285,for the analysis of cardiovascular end points patients were followed to initiation of treatment for end stage renal failure dialysis or renal transplantation reaching a serum creatinine level of 530 4 mol l 6 0 mg dl or higher death or administrative censoring in december 2000,F:\PythonProjects\TestFastBert\PICOElement\12667024_element.csv,0,1,0
286,our results demonstrate a protective effect of an angiotensinreceptor blocker on the development of congestive heart failure table 3,F:\PythonProjects\TestFastBert\PICOElement\12667024_element.csv,0,0,1
287,initial irbesartan treatment was associated with a statistically significant reduction in hazard ratio compared with patients who initially received placebo or amlodipine,F:\PythonProjects\TestFastBert\PICOElement\12667024_element.csv,0,0,1
288,in our trial amlodipine was not significantly different from placebo with respect to congestive heart failure this finding is in line with the above mentioned meta analysis 20,F:\PythonProjects\TestFastBert\PICOElement\12667024_element.csv,0,0,1
289,a prospective trial of the coronary effects of ace inhibitors versus angiotensin receptor blockers versus calcium channel blockers in patients with type 2 diabetes and overt nephropathy may be warranted,F:\PythonProjects\TestFastBert\PICOElement\12667024_element.csv,0,0,1
290,objective to determine if oral misoprostol can replace oxytocin for labor stimulation in women with ruptured membranes at term and without evidence of labor,F:\PythonProjects\TestFastBert\PICOElement\12681871_element.csv,1,0,0
291,using these inclusion criteria the sample size was calculated to be 102 randomized women to demonstrate a reduction in the requirement for oxytocin infusion from 35 to 10,F:\PythonProjects\TestFastBert\PICOElement\12681871_element.csv,1,0,0
292,during the 12 month study period a total of 102 women were enrolled,F:\PythonProjects\TestFastBert\PICOElement\12681871_element.csv,1,0,0
293,the trial was originally limited to women with ruptured membranes admission intervals of less than 3 hours,F:\PythonProjects\TestFastBert\PICOElement\12681871_element.csv,1,0,0
294,ruptured membranes were diagnosed when amnionic fluid was visualized coming through the cervical os on sterile speculum examination,F:\PythonProjects\TestFastBert\PICOElement\12681871_element.csv,0,1,0
295,methods nulliparous women at 36 to 41 6 7 weeks with a singleton cephalic presenting fetus and ruptured membranes without evidence of labor were randomized to receive oral misoprostol 100 g or a placebo every 4 hours for a maximum of two doses,F:\PythonProjects\TestFastBert\PICOElement\12681871_element.csv,0,1,0
296,maternal demographic characteristics for women with ruptured membranes less than 3 hours versus more than 3 hours were compared as well as the combined misoprostol versus placebo study groups which are shown in table 1,F:\PythonProjects\TestFastBert\PICOElement\12681871_element.csv,0,1,0
297,six or more uterine contractions occurring in 10 minutes without fetal heart rate decelerations uterine tachysystole occurred in 25 of women receiving misoprostol compared with 2 of women receiving placebos,F:\PythonProjects\TestFastBert\PICOElement\12681871_element.csv,0,1,0
298,significantly more women randomized to the placebo 59 underwent labor epidural analgesia than women randomized to misoprostol 39 p 048,F:\PythonProjects\TestFastBert\PICOElement\12681871_element.csv,0,1,0
299,our results are consistent with these prior reports on the efficacy of oral misoprostol to shorten labor and often reduce the need for oxytocin infusion in women with ruptured membranes at term,F:\PythonProjects\TestFastBert\PICOElement\12681871_element.csv,0,0,1
300,conclusion oral misoprostol 100 g given in a maximum of two doses 4 hours apart significantly reduced the use of oxytocin in the management of women with ruptured membranes without labor at term,F:\PythonProjects\TestFastBert\PICOElement\12681871_element.csv,0,0,1
301,of 773 screened for eligibility 270 patients 67 8 males age range 46 to 86 years were enrolled and 503 65 1 were excluded figure 1 for cardiological reasons 36 2 comorbidities that contraindicated vigorous physical exercise 15 0 disability or cognitive impairment 3 9 and refusal or logistic reasons 10 0,F:\PythonProjects\TestFastBert\PICOElement\12707240_element.csv,1,0,0
302,an age and gender stratified factorial design was used with 3 age groups predefined as middle aged 45 to 65 years old 66 to 75 years and very old 75 years,F:\PythonProjects\TestFastBert\PICOElement\12707240_element.csv,1,0,0
303,patients received cardiovascular risk factor management counseling twice per week and were invited to join a monthly support group together with family members,F:\PythonProjects\TestFastBert\PICOElement\12707240_element.csv,0,1,0
304,patients received cardiovascular risk factor management counseling at each in hospital session and were invited to join a monthly familyoriented support group,F:\PythonProjects\TestFastBert\PICOElement\12707240_element.csv,0,1,0
305,after the instruction phase patients received an exercise prescription similar to that of the hosp cr group a wristwatch digital pulse monitor a cycle ergometer and a log book to record the heart rate attained during each exercise session and reasons for not finishing or missing a session,F:\PythonProjects\TestFastBert\PICOElement\12707240_element.csv,0,1,0
306,a physical therapist made home visits every other week to adjust if necessary the exercise prescription to enhance adherence with intervention and to record the number of completed sessions and distance cycled,F:\PythonProjects\TestFastBert\PICOElement\12707240_element.csv,0,1,0
307,in middle aged and old patients hrql improved significantly over the entire study duration regardless of treatment assignment whereas in very old patients hrql improved significantly with either active treatment but not with no cr figure 2,F:\PythonProjects\TestFastBert\PICOElement\12707240_element.csv,0,0,1
308,conversely with home cr twc remained higher than at baseline over the entire study duration in all age groups figure 2,F:\PythonProjects\TestFastBert\PICOElement\12707240_element.csv,0,0,1
309,with hosp cr twc remained higher than at baseline over the entire study duration only in middle aged patients whereas in old and very old patients it returned toward baseline values at the 6 and 12 month follow up,F:\PythonProjects\TestFastBert\PICOElement\12707240_element.csv,0,0,1
310,all women requiring elective induction of labor at or beyond term 37 42 completed weeks of gestation with ultrasound confirmed date which coordinated with the study were assessed for entry into the study,F:\PythonProjects\TestFastBert\PICOElement\12755528_element.csv,1,0,0
311,women with previous uterine surgery including a previous cesarean section with significant fetal or medical concern or known contraindications to the use of prostaglandins were excluded,F:\PythonProjects\TestFastBert\PICOElement\12755528_element.csv,1,0,0
312,one hundred and six women were recruited to the trial for elective induction 53 received misoprostol orally and 53 vaginally,F:\PythonProjects\TestFastBert\PICOElement\12755528_element.csv,1,0,0
313,comparing the 4 h time interval between doses in intravaginal and oral misoprostol this study established that the effectiveness was comparable with respect to the rate of failed induction,F:\PythonProjects\TestFastBert\PICOElement\12755528_element.csv,1,0,0
314,after full informed consent the women were randomly allocated to receive the misoprostol orally or vaginally may october 2001,F:\PythonProjects\TestFastBert\PICOElement\12755528_element.csv,0,1,0
315,methods one hundred and six pregnant women at term with unfavorable cervix bishop score 4 and no contraindication to prostaglandin therapy were randomized to receive either intravaginal misoprostol 50 m g every 4 h or oral misoprostol 50 m g every 4 h for prospective randomized controlled trial study,F:\PythonProjects\TestFastBert\PICOElement\12755528_element.csv,0,1,0
316,patients received 50 m g of misoprostol orally or vaginally every 4 h until one of the following outcomes had occurred cervix favorable for amniotomy increased bishop score 3 spontaneous rupture of membranes or active labor,F:\PythonProjects\TestFastBert\PICOElement\12755528_element.csv,0,1,0
317,the women were then given a choice of being delivered by cesarean section or having pge 2 vaginal gel after a rest period,F:\PythonProjects\TestFastBert\PICOElement\12755528_element.csv,0,1,0
318,in a double blind randomized controlled trial with a single dose of 200 m g misoprostol versus placebo for cervical priming at term with premature ruptune of membranes ngai et al,F:\PythonProjects\TestFastBert\PICOElement\12755528_element.csv,0,1,0
319,induction to regular contraction time was 15 6 min faster in women who received misoprostol vaginally but not significantly different,F:\PythonProjects\TestFastBert\PICOElement\12755528_element.csv,0,1,0
320,none of the women had fetal distress,F:\PythonProjects\TestFastBert\PICOElement\12755528_element.csv,0,0,1
321,women with previous uterine surgery a malpresentation and 5 or more pregnancies were excluded,F:\PythonProjects\TestFastBert\PICOElement\12830602_element.csv,1,0,0
322,institutional ethical permission was obtained and 400 women with viable term or near term pregnancies who fulfilled the criteria for induction of labour were enrolled,F:\PythonProjects\TestFastBert\PICOElement\12830602_element.csv,1,0,0
323,three hundred and ninety six women with term pregnancies were randomised to receive either oral or vaginal misoprostol or dinoprostone,F:\PythonProjects\TestFastBert\PICOElement\12830602_element.csv,1,1,0
324,women who had had a previous caesarean section cs or those with a malpresentation or who were parity 5 were excluded,F:\PythonProjects\TestFastBert\PICOElement\12830602_element.csv,1,0,0
325,meconium staining was found in 16 women in the dinoprostone group 8 2 and 22 in the misoprostol group 10 9 p 0 33,F:\PythonProjects\TestFastBert\PICOElement\12830602_element.csv,1,0,0
326,furthermore many women in our setting take traditional herbal medications during late pregnancy to facilitate labour,F:\PythonProjects\TestFastBert\PICOElement\12830602_element.csv,1,0,0
327,in the misoprostol group 118 women 58 had vaginal deliveries and 81 40 had css,F:\PythonProjects\TestFastBert\PICOElement\12830602_element.csv,0,1,0
328,the difference was not overall vaginal delivery was achieved in 60 8 of women n 226 and cs in 142 38,F:\PythonProjects\TestFastBert\PICOElement\12830602_element.csv,0,1,0
329,of the 396 patients in the study 5 had an intrauterine death leaving 391 women with a live fetus at term who underwent induction of labour,F:\PythonProjects\TestFastBert\PICOElement\12830602_element.csv,0,1,0
330,the average induction to delivery time was 17 hours in the dinoprostone group and 16 hours in the misoprostol group p 0 493,F:\PythonProjects\TestFastBert\PICOElement\12830602_element.csv,0,1,0
331,in selected women the efficacy of misoprostol for the induction of labour at term is similar to that of dinoprostone but misoprostol is associated with a higher incidence of hyperstimulation,F:\PythonProjects\TestFastBert\PICOElement\12830602_element.csv,0,0,1
332,those women with intact membranes enrolled at the south african sites were randomly allocated to foley catheter oral misoprostol oral misoprostol alone or vaginal dinoprostone,F:\PythonProjects\TestFastBert\PICOElement\12830603_element.csv,1,1,0
333,eligible women with clinical indications for labour induction at or after 34 weeks gestation and intact membranes were recruited into the study at coronation women s and children s hospital and at chris hani baragwanath hospital in johannesburg,F:\PythonProjects\TestFastBert\PICOElement\12830603_element.csv,1,0,0
334,in the foley catheter group misoprostol was required in all but 1 case,F:\PythonProjects\TestFastBert\PICOElement\12830603_element.csv,0,1,0
335,the next in a series of opaque sealed and numbered treatment envelopes in computergenerated random sequence was taken out of one of four dispensers for intact membranes unfavourable cervix intact m e m b r a n e s f a v o u r a b l e cervix ruptured membranes unfavourable cervix and ruptured membranes favourable cervix,F:\PythonProjects\TestFastBert\PICOElement\12830603_element.csv,0,1,0
336,routine artificial rupture of membranes to augment labour was discouraged in all three groups because of a high prevalence of hepatitis hiv and other perinatal infections,F:\PythonProjects\TestFastBert\PICOElement\12830603_element.csv,0,1,0
337,there were slightly more primiparous women in the foley catheter misoprostol group 44 compared with the misoprostol group 37 and the dinoprostone group 36,F:\PythonProjects\TestFastBert\PICOElement\12830603_element.csv,0,1,0
338,continuous fetal heart rate monitoring was not possible in all low risk women because of the shortage of cardiotocograph machines and personnel,F:\PythonProjects\TestFastBert\PICOElement\12830603_element.csv,0,1,0
339,use of extra amniotic foley catheter placement showed no measurable benefits over the use of oral misoprostol alone or vaginal dinoprostone,F:\PythonProjects\TestFastBert\PICOElement\12830603_element.csv,0,0,1
340,this prospective and randomized study evaluates the efficacy and safety of pre and periopera tive iabc in high risk opcab,F:\PythonProjects\TestFastBert\PICOElement\12869172_element.csv,1,0,0
341,adult high risk coronary patients to undergo opcab,F:\PythonProjects\TestFastBert\PICOElement\12869172_element.csv,1,0,0
342,definition of high risks any cad patient presenting with a minimum of two of the following objective preoperative criteria and planned for opcab revascularization was enrolled in this study left ventricular dysfunction left ventricular ejection fraction lvef equal or less than 0 30 re operative cabg or previous cardiac operation preoperative unstable angina despite optimal medical treatment including nitroglycerin and heparin therapy left coronary main stem stenosis greater than 70 and recent myocardial infarction less than 10 days prior to surgery table 1,F:\PythonProjects\TestFastBert\PICOElement\12869172_element.csv,1,0,0
343,material group a iabc started prior to induction of anesthesia n 15 group b no preoperative iabc n 15,F:\PythonProjects\TestFastBert\PICOElement\12869172_element.csv,0,1,0
344,patients fulfilling the inclusion criteria were randomly allocated to either of two treatment paths group a therapy group preoperative iabc therapy started prior to induction of anesthesia followed by continuous iabc during the entire procedure as well as postoperatively,F:\PythonProjects\TestFastBert\PICOElement\12869172_element.csv,0,1,0
345,conclusions pre and perioperative iabc therapy offers efficient hemodynamic support during high risk opcab surgery lowers the risk of hemodynamic instability is safe and shortens both icu and hospital length of stay significantly and is a cost effective therapy,F:\PythonProjects\TestFastBert\PICOElement\12869172_element.csv,0,0,1
346,earlier reports have shown that use of preoperative iabc therapy can reduce myocardial ischemia and therefore improve outcome in high risk patients undergoing cabg with the use of cpb,F:\PythonProjects\TestFastBert\PICOElement\12869172_element.csv,0,0,1
347,in the present prospective randomized study we have clearly demonstrated that pre and perioperative iabc therapy is an efficient and safe supportive modality which significantly decreases the risk for hemodynamic instability and conversion in high risk coronary patients undergoearlier reports on high balloon related complication rates have dissuaded surgeons from preventive use of iabc,F:\PythonProjects\TestFastBert\PICOElement\12869172_element.csv,0,0,1
348,inclusion criteria were women with live singleton gestations in the cephalic presentation at 37 or more completed weeks with reassuring fetal heart rate tracings and presenting with prom diagnosed by at least two of the following 1 a speculum examination with aseptic technique revealing pooling of amniotic fluid in the vagina 2 a nitrazine test of vaginal fluid positive with a ph 6 5 or 3 a fern pattern present arborization of vaginal fluid by microscopic examination,F:\PythonProjects\TestFastBert\PICOElement\14526301_element.csv,1,0,0
349,one hundred five women were enrolled 52 in the misoprostol group and 53 in the oxytocin group,F:\PythonProjects\TestFastBert\PICOElement\14526301_element.csv,1,0,0
350,objective the study was undertaken to compare the efficacy safety and maternal satisfaction of oral misoprostol and intravenous oxytocin for labor induction in women with premature rupture of membranes at term,F:\PythonProjects\TestFastBert\PICOElement\14526301_element.csv,1,0,0
351,women were excluded if they were in active labor three or more contractions in a 10 minute period had any contraindication to vaginal delivery previous uterine surgery active maternal bleeding chorioamnionitis major fetal anomalies contraindication to prostaglandin use or were younger than 19 years,F:\PythonProjects\TestFastBert\PICOElement\14526301_element.csv,1,0,0
352,study design one hundred five women were stratified by parity and randomly assigned to oral misoprostol 75 lg every 4 hours as needed to establish labor or to intravenous oxytocin,F:\PythonProjects\TestFastBert\PICOElement\14526301_element.csv,0,1,0
353,one group received oral misoprostol 75 lg a half and a fourth of a 100 lg tablet at 4 hour intervals until progressive labor defined as regular uterine contractions with cervical change contraction frequency of at least three in 10 minutes nonreassuring fetal heart rate tracing or delivery occurred,F:\PythonProjects\TestFastBert\PICOElement\14526301_element.csv,0,1,0
354,women were assigned to receive oral misoprostol or intravenous oxytocin by opening the next sequentially numbered opaque sealed envelope,F:\PythonProjects\TestFastBert\PICOElement\14526301_element.csv,0,1,0
355,continuous electronic fetal heart rate and uterine activity monitoring were performed until uterine activity resolved or for a minimum of 1 hour after any misoprostol administration,F:\PythonProjects\TestFastBert\PICOElement\14526301_element.csv,0,1,0
356,conclusion in women at term with premature rupture of membranes oral misoprostol resulted in a longer induction to vaginal delivery interval but increased maternal satisfaction and less hyperstimulation compared with intravenous oxytocin,F:\PythonProjects\TestFastBert\PICOElement\14526301_element.csv,0,0,1
357,women were more likely to be very satisfied with their care in the misoprostol group 86 0 vs 63 4 p 02,F:\PythonProjects\TestFastBert\PICOElement\14526301_element.csv,0,0,1
358,more women in the oxytocin group were delivered vaginally in 12 hours but there was no significant difference in the number delivered vaginally within 24 hours,F:\PythonProjects\TestFastBert\PICOElement\14526301_element.csv,0,1,0
359,there was a higher rate of tachysystole in the oxytocin group 29 2 vs 14 0 however this difference did not reach statistical significance,F:\PythonProjects\TestFastBert\PICOElement\14526301_element.csv,0,1,0
360,ann arbor royal oak and grand rapids mich dallas tex albuquerque nm springfield mass baton rouge la madison wis and new britain conn objective this study was undertaken to determine whether induction of labor with oral misoprostol will result in fewer cesarean deliveries than intravenous oxytocin in nulliparous women with premature rupture of membranes at term,F:\PythonProjects\TestFastBert\PICOElement\14586349_element.csv,1,0,0
361,we enrolled 306 women between april 1 1999 and january 10 2002,F:\PythonProjects\TestFastBert\PICOElement\14586349_element.csv,1,0,0
362,we present the results for the 305 enrolled women,F:\PythonProjects\TestFastBert\PICOElement\14586349_element.csv,1,0,0
363,study design three hundred five women at 10 centers were randomly assigned to receive oral misoprostol 100 lg every 6 hours to a maximum of two doses or intravenous oxytocin,F:\PythonProjects\TestFastBert\PICOElement\14586349_element.csv,1,0,0
364,seventy six women 47 5 who were randomly assigned to misoprostol required oxytocin augmentation of labor,F:\PythonProjects\TestFastBert\PICOElement\14586349_element.csv,0,1,0
365,similar numbers of women in both groups received epidural anesthesia,F:\PythonProjects\TestFastBert\PICOElement\14586349_element.csv,0,1,0
366,the significant difference in neonatal antibiotic administration between the two groups persisted when logistic regression analysis was performed controlling for maternal age meconium at entry group b streptococci colonization interval between rupture of membranes and randomization interval between randomization and induction maternal fever and epidural use,F:\PythonProjects\TestFastBert\PICOElement\14586349_element.csv,0,1,0
367,more infants born to women in the misoprostol group received intravenous antibiotics in the neonatal period 16 4 vs 6 9 p 01 although there were no differences in chorioamnionitis or in proven neonatal infections,F:\PythonProjects\TestFastBert\PICOElement\14586349_element.csv,0,1,0
368,women receiving misoprostol were less likely to have postpartum hemorrhage than those receiving oxytocin 1 9 vs 6 2 p 05,F:\PythonProjects\TestFastBert\PICOElement\14586349_element.csv,0,1,0
369,baseline characteristics were similar in women allocated to the two groups,F:\PythonProjects\TestFastBert\PICOElement\14586349_element.csv,0,1,0
370,there was a trend toward more cesarean deliveries for nonreassuring fetal heart rate tracings among women allocated to receive misoprostol but this difference was not statistically significant,F:\PythonProjects\TestFastBert\PICOElement\14586349_element.csv,0,1,0
371,there was no difference in the proportion of women who underwent cesarean delivery 20 1 in the misoprostol group 19 9 in the oxytocin group,F:\PythonProjects\TestFastBert\PICOElement\14586349_element.csv,0,1,0
372,this study suggests that oral misoprostol may offer similar efficacy to oxytocin for induction of labor after prom at term,F:\PythonProjects\TestFastBert\PICOElement\14586349_element.csv,0,0,1
373,we designed this prospective randomized double blinded study to test the hypothesis that the technique used for maintaining hemodynamic stability during general anesthesia can influence recovery after ambulatory surgery,F:\PythonProjects\TestFastBert\PICOElement\14633533_element.csv,1,1,0
374,forty five healthy consenting women undergoing gynecologic laparoscopy procedures were randomly assigned to 1 of 3 treatment groups group 1 control n 15 received normal saline 5 ml and 1 ml followed by a saline infusion at a rate of 0 005 ml kg 1 min 1 group 2 n 15 received esmolol 50 mg and saline 1 ml followed by an esmolol infusion 5 g kg 1 min 1 and group 3 n 15 received esmolol 50 mg and nicardipine 1 mg followed by an esmolol infusion 5 g kg 1 min 1,F:\PythonProjects\TestFastBert\PICOElement\14633533_element.csv,1,1,0
375,in group 2 patients received esmolol 50 mg and saline 1 ml iv and group 3 received esmolol 50 mg and nicardipine 1 mg iv,F:\PythonProjects\TestFastBert\PICOElement\14633533_element.csv,0,1,0
376,in group 1 control the patients received normal saline 5 ml and 1 ml,F:\PythonProjects\TestFastBert\PICOElement\14633533_element.csv,0,1,0
377,however this study suggests that there may be advantages to using cardiovascular drugs to control these transient autonomic responses during surgery in the ambulatory setting,F:\PythonProjects\TestFastBert\PICOElement\14633533_element.csv,0,0,1
378,we examined long term influence of the angiotensin ii key words aldosterone angiotensin ii insulin left ventricular hy pertrophy norepinephrine renin type 1 receptor blocker irbesartan and the beta 1 adrenergic receptor blocker atenolol on some neurohormonal systems implicated in the pathophysiology of cardiac hypertrophy,F:\PythonProjects\TestFastBert\PICOElement\14639093_element.csv,1,0,0
379,a total of 115 hypertensive patients with lv hypertrophy verified by echocardiography were enrolled in the swedish irbesartan left ventricular hypertrophy investigation versus atenolol silvhia,F:\PythonProjects\TestFastBert\PICOElement\14639093_element.csv,1,0,0
380,another 3 patients were excluded from further echocardiographic evaluation because of unsatisfactory registrations and 2 patients with diabetes mellitus were excluded from analyses of insulin and glucose,F:\PythonProjects\TestFastBert\PICOElement\14639093_element.csv,1,0,0
381,thus 115 hypertensive patients with left ventricular hypertrophy were randomized to receive double blind irbesartan or atenolol with additional therapy if needed,F:\PythonProjects\TestFastBert\PICOElement\14639093_element.csv,0,1,0
382,neurohormone measurements and echocardiography were performed at weeks 0 12 24 and 48,F:\PythonProjects\TestFastBert\PICOElement\14639093_element.csv,0,1,0
383,the study drug doses were doubled after 6 weeks if dbp was greater than or equal to 90 mm hg,F:\PythonProjects\TestFastBert\PICOElement\14639093_element.csv,0,1,0
384,if dbp remained greater than or equal to 90 mm hg at week 12 open label hydrochlorothiazide 12 5 mg once daily titrated to 25 mg if necessary was added,F:\PythonProjects\TestFastBert\PICOElement\14639093_element.csv,0,1,0
385,the major and novel finding of this study is that at 1 receptor blockade by irbesartan for 48 weeks progressively increases venous plasma ang ii levels and that this increase relates to the regression of lv mass,F:\PythonProjects\TestFastBert\PICOElement\14639093_element.csv,0,0,1
386,in addition our results suggest attenuated aldosterone suppression in patients who received additional antihypertensive therapy,F:\PythonProjects\TestFastBert\PICOElement\14639093_element.csv,0,0,1
387,our findings suggest that at 1 receptor blockade might not be sufficient to suppress aldosterone secretion during long term antihypertensive therapy involving concomitant diuretic treatment,F:\PythonProjects\TestFastBert\PICOElement\14639093_element.csv,0,0,1
388,furthermore insulin does not seem to have important direct actions on the heart related to the maintenance of lv hypertrophy,F:\PythonProjects\TestFastBert\PICOElement\14639093_element.csv,0,0,1
389,methods in this double blind randomized trial 156 pregnant women requiring induction of labor with gestational age of 37 42 weeks and bishop score f5 were randomized to receive either 200 mg of misoprostol or a placebo orally,F:\PythonProjects\TestFastBert\PICOElement\14643034_element.csv,1,1,0
390,objectives to determine the efficacy of 200 mg single dose oral misoprostol as a cervical priming agent at term,F:\PythonProjects\TestFastBert\PICOElement\14643034_element.csv,1,0,0
391,all women who required induction of labor because of an obstetric or medical indication were evaluated for study eligibility,F:\PythonProjects\TestFastBert\PICOElement\14643034_element.csv,1,0,0
392,ten patients in the misoprostol group and 22 patients in the placebo group were delivered by cesarean section,F:\PythonProjects\TestFastBert\PICOElement\14643034_element.csv,0,1,0
393,there was no difference between the groups as regards incidence of maternal side effects although two patients in the misoprostol group had nausea three patients in the misoprostol group and two patients in the placebo group vomited after oral medication,F:\PythonProjects\TestFastBert\PICOElement\14643034_element.csv,0,1,0
394,the secondary outcomes were the timings starting from the drug administration to the onset of uterine activity interval between oral medication and delivery oxytocin need for induction mode of delivery frequency of side effects and neonatal and maternal outcome,F:\PythonProjects\TestFastBert\PICOElement\14643034_element.csv,0,1,0
395,conclusions oral administration of 200 mg single dose of misoprostol is an effective agent not only for cervical priming but also for induction of labor at term,F:\PythonProjects\TestFastBert\PICOElement\14643034_element.csv,0,0,1
396,we conclude that misoprostol at a dose of 200 mg is effective for cervical priming at term pregnancy and that this dose can be effective for labor induction as well,F:\PythonProjects\TestFastBert\PICOElement\14643034_element.csv,0,0,1
397,objective to compare mortality and morbidity outcomes in patients with hyper tension and cad treated with a calcium antagonist strategy cas or a non calcium antagonist strategy ncas,F:\PythonProjects\TestFastBert\PICOElement\14657064_element.csv,1,0,0
398,patients taking blockers within 2 weeks of randomization or taking blockers for an mi that occurred in the previous 12 months were excluded to avoid withdrawal phenomena in patients randomized to the cas group,F:\PythonProjects\TestFastBert\PICOElement\14657064_element.csv,1,0,0
399,we designed a randomized trial the international verapamil trandolapril study invest to compare outcomes in older hypertensive patients with cad treated with a calcium antagonist strategy cas verapamil sustained release sr or a non calcium,F:\PythonProjects\TestFastBert\PICOElement\14657064_element.csv,1,0,0
400,in the ncas group 6083 patients 77 5 were taking aten olol 4733 60 3 were taking hydrochlorothiazide and 4113 52 4 were taking trandolapril,F:\PythonProjects\TestFastBert\PICOElement\14657064_element.csv,0,1,0
401,clinically stable cad patients with hypertension were randomly assigned to either verapamil sr or atenolol for blood pressure treatment according to the sixth report of the joint national committee on prevention detection evaluation and treatment of high blood pressure jnc vi target systolic blood pressure sbp 140 and diastolic blood pressure dbp 90 mm hg or sbp 130 mm hg and dbp 85 mm hg when diabetes or renal impairment is present,F:\PythonProjects\TestFastBert\PICOElement\14657064_element.csv,0,1,0
402,there was a significant interaction between treatment group and prior heart failure suggesting that those randomized to the atenolol plus hydrochlorothiazide strategy ncas group had better outcomes than those randomized to the verapamil sr plus trandolapril strategy cas group,F:\PythonProjects\TestFastBert\PICOElement\14657064_element.csv,0,0,1
403,the invest data also confirm and extend the suggestions of others 7 35 that monotherapy is not necessarily sufficient for optimal treatment of hypertension,F:\PythonProjects\TestFastBert\PICOElement\14657064_element.csv,0,0,1
404,conclusion the verapamil trandolapril based strategy was as clinically effective as the atenolol hydrochlorothiazide based strategy in hypertensive cad patients,F:\PythonProjects\TestFastBert\PICOElement\14657064_element.csv,0,0,1
405,the study population comprised 197 patients 162 males and 35 females 167 of whom were 5 39 days median 12 days after one of the following events an acute myocardial infarction ami who criteria n 74 hospitalisation for unstable angina pectoris uap and stabilised on medical treatment n 4 percutaneous coronary intervention pci n 39 or coronary artery bypass grafting cabg n 50,F:\PythonProjects\TestFastBert\PICOElement\14671465_element.csv,1,0,0
406,design a total of 197 patients with proven coronary heart disease were included and randomised to a lifestyle intervention programme or to usual care,F:\PythonProjects\TestFastBert\PICOElement\14671465_element.csv,1,0,0
407,the purpose of the present two year follow up study was to assess the long term effect of lifestyle measures in chd patient s randomised to a comprehensive interventional programme versus usual care on dietary intake of fat fibre cholesterol and sugar level of physical exercise and smoking cessation,F:\PythonProjects\TestFastBert\PICOElement\14671465_element.csv,1,0,0
408,in total 137 70 of these patients had suffered a previous ami 15 7 had diabetes mellitus and 103 52 had an available coronary angiogram verifying significant chd as defined by at least one stenosis of 50 of the luminal area,F:\PythonProjects\TestFastBert\PICOElement\14671465_element.csv,1,0,0
409,the first phase lasted for six weeks with physical exercise supervised by a specially educated physiotherapist kp in addition to regular group meeting twice a week,F:\PythonProjects\TestFastBert\PICOElement\14671465_element.csv,0,1,0
410,the first six week period of heart school in the hospital was followed by nine weeks of organised physical exercise twice weekly at a gymnasium outside the hospital under the supervision of a physiotherapist,F:\PythonProjects\TestFastBert\PICOElement\14671465_element.csv,0,1,0
411,each training session started with 15 minutes of warm up followed by 20 minutes of dynamic endurance training 10 minutes of active cool down activities and finally 10 minutes with stretching and relaxation,F:\PythonProjects\TestFastBert\PICOElement\14671465_element.csv,0,1,0
